Train,Val
7.94392667135,9.49608705699
9.04962335666,9.47366123364
9.24069120347,9.47237337403
10.7096812218,9.48209087095
8.86051080649,9.46127310932
7.71859119822,9.45678481114
8.99312022164,9.45799826919
9.20867003242,9.45763574686
10.669874213,9.47275864822
8.82544685382,9.45866690868
7.67719392435,9.4496769511
8.96622876354,9.45468163723
9.19961163766,9.45439123764
10.6483734849,9.47379982888
8.81226372218,9.45185352253
7.6694576376,9.44608628864
8.95218985878,9.45343437142
9.1940824606,9.44832514508
10.6359474643,9.47386467915
8.80163194848,9.44785547691
7.66224844336,9.4468135754
8.94058921865,9.45562730727
9.18861675819,9.4452846293
10.6254698588,9.47877924794
8.7901219474,9.44885167972
7.65404523277,9.45052792494
8.93086418738,9.46097627109
9.18381510454,9.44730197032
10.6164139992,9.49010313079
8.78007707747,9.45583531963
7.64642510741,9.45568344826
8.92221966167,9.46871870206
9.17928578755,9.4538863237
10.6090615934,9.5067932261
8.77167081897,9.46608145619
7.63848468041,9.4618495393
8.91401775701,9.47725024957
9.17419867161,9.46356881474
10.6031795774,9.52724844781
8.76251881325,9.47959022799
7.62997878991,9.46849947019
8.90582019556,9.48613594272
9.16882325066,9.47601138646
10.597360739,9.55316571483
8.75299511454,9.49676791441
7.62104808149,9.47557615225
8.89806992629,9.49566595146
9.16398183884,9.49017428894
10.5907903441,9.58240068775
8.74374779348,9.5142679938
7.61128411318,9.48410302729
8.89096941125,9.50539266564
9.15941234804,9.50533490055
10.5839452842,9.61301043876
8.73579087906,9.53244127053
7.60088482023,9.49392709996
8.88468184841,9.51545343063
9.15487865672,9.52117621141
10.5771788172,9.64273656952
8.72817314331,9.55151423982
7.59028871532,9.50487449994
8.87895441655,9.5262512706
9.1493792983,9.53735317554
10.5703499112,9.67348802721
8.72090024371,9.57219111372
7.580424994,9.51707889071
8.87372064401,9.53781103237
9.14315773324,9.55398409677
10.5633121154,9.70724675313
8.71407778688,9.5943175114
7.57241751959,9.52862371995
8.86883597376,9.54921156664
9.13684687446,9.5720736633
10.5562558573,9.74166489263
